tweet_clean,Tweet,sentiment,sentiment_scores,neg,neu,pos,compound
"['justin', 'trudeau', 'wished', 'canadian', 'muslim', 'happy', 'ramadan', 'mention', 'lent', 'canadian', 'catholics', 'population', 'christian', 'core', 'canada', 'fundamentally', 'christian', 'nation', 'trudeau', 'ignore', 'christians']",justin trudeau wished canadian muslim happy ramadan mention lent canadian catholics population christian core canada fundamentally christian nation trudeau ignore christians,positive,"{'neg': 0.099, 'neu': 0.754, 'pos': 0.147, 'compound': 0.296}",0.099,0.754,0.147,0.296
"['k', 'march', 'probably', 'confident', 'tune', 'felt', 'market', 'year', 'waking', 'ramadan', 'spending', 'hours', 'market', 'open', 'prep', 'day', 'reviewing', 'trades', 'bed', 'night', 'rinse', 'repeat', 'back', 'tomorrow']",k march probably confident tune felt market year waking ramadan spending hours market open prep day reviewing trades bed night rinse repeat back tomorrow,positive,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.4939}",0.0,0.878,0.122,0.4939
"['kan', 'thoughts', 'ramadan']",kan thoughts ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['kano', 'state', 'hisbah', 'board', 'arrested', 'muslims', 'eating', 'drinking', 'public', 'ongoing', 'ramadan', 'fast']",kano state hisbah board arrested muslims eating drinking public ongoing ramadan fast,negative,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}",0.22,0.78,0.0,-0.4767
"['karanveermehra', 'barkat-e-ramadan', 'hosted', 'ramadan', 'ramadankareem']",karanveermehra barkat-e-ramadan hosted ramadan ramadankareem,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['keir', 'starmer', 'ramadan', 'iftar', 'event', 'inside', 'british', 'parliament', 'know', 'difficult', 'time', 'muslims', 'uk', 'pain', 'conflict', 'gaza', 'suffering', 'palestinians', 'joke', 'hell']",keir starmer ramadan iftar event inside british parliament know difficult time muslims uk pain conflict gaza suffering palestinians joke hell,negative,"{'neg': 0.494, 'neu': 0.438, 'pos': 0.069, 'compound': -0.9274}",0.494,0.438,0.069,-0.9274
"['keir', 'starmer', 'speaks', 'first', 'ever', 'ramadan', 'iftar', 'event', 'inside', 'parliament', 'fucking', 'traitor']",keir starmer speaks first ever ramadan iftar event inside parliament fucking traitor,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['keir', 'starmer', 'spoke', 'ramadan', 'iftar', 'muslims', 'making', 'difference', 'british', 'society']",keir starmer spoke ramadan iftar muslims making difference british society,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['killathon', 'muslim', 'terrorists', 'syria', 'brutally', 'murdering', 'christians', 'druze', 'dragging', 'bodies', 'streets', 'ramadan', 'sacred', 'month', 'islam', 'radical', 'muslim', 'terrorists', 'see', 'ramadan', 'opportunity', 'carry', 'attacks', 'attempted', 'transform']",killathon muslim terrorists syria brutally murdering christians druze dragging bodies streets ramadan sacred month islam radical muslim terrorists see ramadan opportunity carry attacks attempted transform,negative,"{'neg': 0.471, 'neu': 0.461, 'pos': 0.068, 'compound': -0.9559}",0.471,0.461,0.068,-0.9559
"['king', 'charles', 'called', 'making', 'mention', 'ash', 'wednesday', 'days', 'taking', 'part', 'pre-ramadan', 'festivities', 'british', 'pm', 'keir', 'starmer', 'also', 'failed', 'acknowledge', 'ash', 'wednesday', 'days', 'attended', 'ramadan', 'iftar', 'event', 'inside', 'british', 'parliament', 'london', 'mayor', 'sir']",king charles called making mention ash wednesday days taking part pre-ramadan festivities british pm keir starmer also failed acknowledge ash wednesday days attended ramadan iftar event inside british parliament london mayor sir,negative,"{'neg': 0.091, 'neu': 0.824, 'pos': 0.085, 'compound': -0.0516}",0.091,0.824,0.085,-0.0516
"['king', 'charles', 'celebrated', 'ramadan', 'event', 'windsor', 'castle', 'last', 'weekend', 'head', 'state', 'hosting', 'easter', 'banquet', 'christians', 'windsor', 'castle', 'know', '', 'defender', 'faith']",king charles celebrated ramadan event windsor castle last weekend head state hosting easter banquet christians windsor castle know defender faith,positive,"{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.7845}",0.0,0.683,0.317,0.7845
"['king', 'charles', 'helping', 'prepare', 'ramadan', 'great', 'britain', 'would', 'eat']",king charles helping prepare ramadan great britain would eat,positive,"{'neg': 0.0, 'neu': 0.526, 'pos': 0.474, 'compound': 0.743}",0.0,0.526,0.474,0.743
"['king', 'charles', 'helps', 'package', 'dates', 'muslims', 'eat', 'first', 'food', 'break', 'fast', 'sunset', 'ramadan', 'england', 'muslim', 'country']",king charles helps package dates muslims eat first food break fast sunset ramadan england muslim country,positive,"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.3818}",0.0,0.852,0.148,0.3818
"['', 'king', 'charles', 'hosted', 'britain', 'inaugural', 'ramadan', 'celebration', 'windsor', 'castle']",king charles hosted britain inaugural ramadan celebration windsor castle,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['king', 'charles', 'hosted', 'britains', 'first', 'ever', 'ramadan', 'event', 'royal', 'family', 'home', 'windsor', 'castle', 'reaction']",king charles hosted britains first ever ramadan event royal family home windsor castle reaction,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['king', 'charles', 'hosts', 'britain', 'inaugural', 'ramadan', 'celebration', 'royal', 'family', 'windsor', 'castle']",king charles hosts britain inaugural ramadan celebration royal family windsor castle,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['king', 'charles', 'hosts', 'islamic', 'prayer', 'royal', 'family', 'home', 'windsor', 'castle', 'shops', 'stations', 'give', 'free', 'food', 'police', 'celebrate', 'ramadan', 'streets', 'christian', 'britain', 'christian', 'preachers', 'arrested', 'preaching', 'please', 'help', 'make', 'make', 'sense']",king charles hosts islamic prayer royal family home windsor castle shops stations give free food police celebrate ramadan streets christian britain christian preachers arrested preaching please help make make sense,positive,"{'neg': 0.077, 'neu': 0.623, 'pos': 0.299, 'compound': 0.836}",0.077,0.623,0.299,0.836
"['king', 'charles', 'kept', 'aware', 'muslims', 'break', 'ramadan', 'fast', 'inside', 'windsor', 'castle']",king charles kept aware muslims break ramadan fast inside windsor castle,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['king', 'charles', 'royal', 'residence', 'windsor', 'castle', 'hosts', 'first', 'ever', 'ramadan', 'event', 'st', 'george', 'hall', 'famed', 'hosting', 'state', 'banquets', 'opens', 'doors', 'muslims', 'iftar', 'feast', 'ramadan']",king charles royal residence windsor castle hosts first ever ramadan event st george hall famed hosting state banquets opens doors muslims iftar feast ramadan,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['king', 'charles s', 'role', 'called', 'question', 'islamic', 'call', 'prayer', 'windsor', 'castle']",king charles s role called question islamic call prayer windsor castle,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['king', 'defender', 'faith', 'every', 'faith', 'windsor', 'castle', 'thousand-year-old', 'symbol', 'christian', 'heritage', 'used', 'host', 'ramadan', 'fast-breaking', 'building', 'monarchs', 'ruled', 'imprisoned', 'crowned']",king defender faith every faith windsor castle thousand-year-old symbol christian heritage used host ramadan fast-breaking building monarchs ruled imprisoned crowned,positive,"{'neg': 0.115, 'neu': 0.615, 'pos': 0.269, 'compound': 0.4588}",0.115,0.615,0.269,0.4588
"['king', 'free', 'course', 'invite', 'muslim', 'subjects', 'break', 'ramadan', 'fast', 'st', 'george s', 'hall', 'windsor', 'castle', 'defender', 'faith', 'must', 'know', 'call', 'prayer', 'affirms', 'prophethood', 'mohammed', 'denied', 'jesus', 'christ', 'son', 'god']",king free course invite muslim subjects break ramadan fast st george s hall windsor castle defender faith must know call prayer affirms prophethood mohammed denied jesus christ son god,positive,"{'neg': 0.078, 'neu': 0.62, 'pos': 0.302, 'compound': 0.743}",0.078,0.62,0.302,0.743
"['knew', 'march', 'muslim', 'heritage', 'month', 'easy', 'miss', 'ramadan', 'celebrations', 'british', 'muslim', 'network', 'hate', 'marches', 'hxmxs', 'boat', 'arrivals', 'palestine', 'action', 'sentencing', 'guidelines', 'islamophobia', 'council', 'excitement', 'islamic', 'state', 'britain', 'thriving', 'allahu']",knew march muslim heritage month easy miss ramadan celebrations british muslim network hate marches hxmxs boat arrivals palestine action sentencing guidelines islamophobia council excitement islamic state britain thriving allahu,positive,"{'neg': 0.186, 'neu': 0.649, 'pos': 0.165, 'compound': 0.0516}",0.186,0.649,0.165,0.0516
"['lady', 'came', 'everything', 'changed', 'day', 'ramadan', 'entered', 'taipei', 'mosque', 'first', 'time', 'kissed', 'quran', 'even', 'joined', 'us', 'iftar', 'truly', 'unforgettable', 'ramadan', 'vlog', 'fasting', 'mosque', 'quran']",lady came everything changed day ramadan entered taipei mosque first time kissed quran even joined us iftar truly unforgettable ramadan vlog fasting mosque quran,positive,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.6705}",0.0,0.8,0.2,0.6705
"['lamine', 'yamal', 'benfica', 'players', 'break', 'ramadan', 'fast', 'iftaar', 'sunset', 'arrived']",lamine yamal benfica players break ramadan fast iftaar sunset arrived,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['lamine', 'yamal', 'vs', 'benfica', 'hooked', 'goals', 'assists', 'big', 'chance', 'missed', 'accurate', 'crosses', 'thought', 'hand', 'bandage', 'would', 'give', 'finishing', 'ramadan', 'benzema']",lamine yamal vs benfica hooked goals assists big chance missed accurate crosses thought hand bandage would give finishing ramadan benzema,positive,"{'neg': 0.09, 'neu': 0.697, 'pos': 0.213, 'compound': 0.4588}",0.09,0.697,0.213,0.4588
"['large', 'group', 'muslims', 'shut', 'times', 'square', 'public', 'mass', 'prayer', 'event', 'ramadan', 'video']",large group muslims shut times square public mass prayer event ramadan video,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['learn', 'du a', 'say', 'ramad n', '']",learn du a say ramad n,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['lent', 'formalized', 'council', 'nicaea', 'islam', 'even', 'around', 'lent', 'catholic', 'ramadan', 'ramadan', 'muslim', 'lent']",lent formalized council nicaea islam even around lent catholic ramadan ramadan muslim lent,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['lent', 'harder', 'ramadan', 'fair', 'enough', 'man', 'big', 'christians', 'participate']",lent harder ramadan fair enough man big christians participate,positive,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}",0.0,0.777,0.223,0.3182
"['lent', 'jesus', 'son', 'god', 'prepare', 'public', 'ministry', 'spiritually', 'strengthening', 'resist', 'temptations', 'sat', 'days', 'nights', 'detail', 'wonder', 'idea', 'ramadan', 'came', 'lent', 'significant', 'period']",lent jesus son god prepare public ministry spiritually strengthening resist temptations sat days nights detail wonder idea ramadan came lent significant period,positive,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.7269}",0.0,0.728,0.272,0.7269
"['lent', 'ramadan', 'happen', 'sync', 'year', 'whatever', 'believe', 'practice', 'deeply', 'heart', 'seek', 'choose', 'god']",lent ramadan happen sync year whatever believe practice deeply heart seek choose god,positive,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.7645}",0.0,0.625,0.375,0.7645
"['lent', 'ramadan', 'start', 'revolve', 'around', 'fasting', 'religion', 'science', 'fasting', 'shaped', 'warriors', 'prophets', 'kings', 'hunger', 'transformed', 'world']",lent ramadan start revolve around fasting religion science fasting shaped warriors prophets kings hunger transformed world,negative,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.25}",0.118,0.882,0.0,-0.25
"['let', 'ramadan', 'reminder', 'grateful', 'allah', 'countless', 'blessings', 'lives', '']",let ramadan reminder grateful allah countless blessings lives,positive,"{'neg': 0.0, 'neu': 0.48, 'pos': 0.52, 'compound': 0.7579}",0.0,0.48,0.52,0.7579
"['', 'let s', 'check', 'birmingham', 'holy', 'month', 'ramadan', 'going']",let s check birmingham holy month ramadan going,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['let', 'us', 'embrace', 'values', 'peace', 'love', 'compassion', 'heart', 'holy', 'month', 'ramadan', 'kareem']",let us embrace values peace love compassion heart holy month ramadan kareem,positive,"{'neg': 0.0, 'neu': 0.232, 'pos': 0.768, 'compound': 0.9633}",0.0,0.232,0.768,0.9633
"['life', 'blooms', 'ramadan', 'mornings', 'blooming', 'morning']",life blooms ramadan mornings blooming morning,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['life', 'changing', 'duas', 'ramadan', 'thread']",life changing duas ramadan thread,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['like', 'send', 'aza', 'let', 're-fund', '', 'ramadan', 'sszn', 'love']",like send aza let re-fund ramadan sszn love,positive,"{'neg': 0.0, 'neu': 0.472, 'pos': 0.528, 'compound': 0.7717}",0.0,0.472,0.528,0.7717
"['lil', 'durk s', 'instagram', 'shares', 'message', 'first', 'night', 'ramadan', 'featuring', 'arabic', 'phrase', 'la', 'ilaha', 'illa', 'allah', 'directly', 'translates', 'god', 'allah']",lil durk s instagram shares message first night ramadan featuring arabic phrase la ilaha illa allah directly translates god allah,positive,"{'neg': 0.0, 'neu': 0.807, 'pos': 0.193, 'compound': 0.5106}",0.0,0.807,0.193,0.5106
"['lily', 'jay', 'reaction', 'recitation', 'quran', 'islam', 'ramadan', 'reactionvideo', 'listenquran']",lily jay reaction recitation quran islam ramadan reactionvideo listenquran,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['listening', 'khutbah', 'rama n']",listening khutbah rama n,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['little', 'imam', 'beautiful', 'voice', 'leading', 'taraweeh', 'namaz', 'ramadan']",little imam beautiful voice leading taraweeh namaz ramadan,positive,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.5606}",0.0,0.659,0.341,0.5606
"['little', 'snack', 'celebrate', 'ramadan', 'uk', '', 'islam', 'pretty', 'much', 'official', 'religion']",little snack celebrate ramadan uk islam pretty much official religion,positive,"{'neg': 0.0, 'neu': 0.547, 'pos': 0.453, 'compound': 0.7665}",0.0,0.547,0.453,0.7665
"['london', 'first', 'city', 'western', 'world', 'host', 'ramadan', 'lights', 'display', 'powerful', 'symbol', 'londoners', 'like', 'extend', 'warmest', 'wishes', 'londoners', 'around', 'world', 'observing', 'holy', 'month', 'ramadan', 'ramadan', 'mubarak']",london first city western world host ramadan lights display powerful symbol londoners like extend warmest wishes londoners around world observing holy month ramadan ramadan mubarak,positive,"{'neg': 0.0, 'neu': 0.639, 'pos': 0.361, 'compound': 0.8519}",0.0,0.639,0.361,0.8519
"['london', 'lights', 'ramadan', 'piccadilly', 'circus']",london lights ramadan piccadilly circus,negative,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
"['long', 'table', 'rubble', 'rafah', 'dinner', 'sunset', 'breaks', 'daily', 'fast', 'holy', 'month', 'ramadan', 'small', 'touch', 'normalcy', 'catastrophic', 'situation']",long table rubble rafah dinner sunset breaks daily fast holy month ramadan small touch normalcy catastrophic situation,negative,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.4939}",0.167,0.833,0.0,-0.4939
"['look', 'children', 'gaza', 'despite', 'destruction', 'befell', 'building', 'happiness', 'month', 'ramadan']",look children gaza despite destruction befell building happiness month ramadan,positive,"{'neg': 0.0, 'neu': 0.548, 'pos': 0.452, 'compound': 0.7648}",0.0,0.548,0.452,0.7648
"['love', 'fact', 'ramadan', 'always', 'comes', 'around', 'hearts', 'heavy', 'souls', 'tired']",love fact ramadan always comes around hearts heavy souls tired,positive,"{'neg': 0.158, 'neu': 0.38, 'pos': 0.462, 'compound': 0.765}",0.158,0.38,0.462,0.765
"['love', 'ramadan', 'love', 'every', 'year', 'get', 'see', 'sleepy', 'cats', 'insisting', 'participate', 'suhoor', 'little', 'faces']",love ramadan love every year get see sleepy cats insisting participate suhoor little faces,positive,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.8555}",0.0,0.588,0.412,0.8555
"['lovely', 'crescent', 'ramadan', 'gracefully', 'glows', 'beautiful', 'city', '', 'madinah']",lovely crescent ramadan gracefully glows beautiful city madinah,positive,"{'neg': 0.0, 'neu': 0.311, 'pos': 0.689, 'compound': 0.9022}",0.0,0.311,0.689,0.9022
"['lovely', 'ramadan', 'h', 'mas', 'brings', 'cameras', 'freshly', 'ironed', 'outfits', 'flashing', 'smiles', 'lenses', 'since', 'people', 'tend', 'drawn', 'propaganda', 'videos', 'always', 'worth', 'rinding', 'really', 'cowering', 'behind', 'masks']",lovely ramadan h mas brings cameras freshly ironed outfits flashing smiles lenses since people tend drawn propaganda videos always worth rinding really cowering behind masks,positive,"{'neg': 0.063, 'neu': 0.66, 'pos': 0.277, 'compound': 0.7783}",0.063,0.66,0.277,0.7783
"['magical', 'ramadan', 'iftar', 'breathtaking', 'view', 'al-aqsa', 'mosque', 'home', 'old', 'city', 'jerusalem']",magical ramadan iftar breathtaking view al-aqsa mosque home old city jerusalem,positive,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4588}",0.0,0.769,0.231,0.4588
