tweet_clean,Tweet,sentiment,neg,neu,pos,compound
"['king', 'charles', 'hosts', 'islamic', 'prayer', 'royal', 'family', 'home', 'windsor', 'castle', 'shops', 'stations', 'give', 'free', 'food', 'police', 'celebrate', 'ramadan', 'streets', 'christian', 'britain', 'christian', 'preachers', 'arrested', 'preaching', 'please', 'help', 'make', 'make', 'sense']",king charles hosts islamic prayer royal family home windsor castle shops stations give free food police celebrate ramadan streets christian britain christian preachers arrested preaching please help make make sense,positive,0.077,0.623,0.299,0.836
"['king', 'charles', 'kept', 'aware', 'muslims', 'break', 'ramadan', 'fast', 'inside', 'windsor', 'castle']",king charles kept aware muslims break ramadan fast inside windsor castle,neutral,0.0,1.0,0.0,0.0
"['king', 'charles', 'royal', 'residence', 'windsor', 'castle', 'hosts', 'first', 'ever', 'ramadan', 'event', 'st', 'george', 'hall', 'famed', 'hosting', 'state', 'banquets', 'opens', 'doors', 'muslims', 'iftar', 'feast', 'ramadan']",king charles royal residence windsor castle hosts first ever ramadan event st george hall famed hosting state banquets opens doors muslims iftar feast ramadan,neutral,0.0,1.0,0.0,0.0
"['king', 'charles s', 'role', 'called', 'question', 'islamic', 'call', 'prayer', 'windsor', 'castle']",king charles s role called question islamic call prayer windsor castle,neutral,0.0,1.0,0.0,0.0
"['king', 'defender', 'faith', 'every', 'faith', 'windsor', 'castle', 'thousand-year-old', 'symbol', 'christian', 'heritage', 'used', 'host', 'ramadan', 'fast-breaking', 'building', 'monarchs', 'ruled', 'imprisoned', 'crowned']",king defender faith every faith windsor castle thousand-year-old symbol christian heritage used host ramadan fast-breaking building monarchs ruled imprisoned crowned,positive,0.115,0.615,0.269,0.4588
"['king', 'free', 'course', 'invite', 'muslim', 'subjects', 'break', 'ramadan', 'fast', 'st', 'george s', 'hall', 'windsor', 'castle', 'defender', 'faith', 'must', 'know', 'call', 'prayer', 'affirms', 'prophethood', 'mohammed', 'denied', 'jesus', 'christ', 'son', 'god']",king free course invite muslim subjects break ramadan fast st george s hall windsor castle defender faith must know call prayer affirms prophethood mohammed denied jesus christ son god,positive,0.078,0.62,0.302,0.743
"['knew', 'march', 'muslim', 'heritage', 'month', 'easy', 'miss', 'ramadan', 'celebrations', 'british', 'muslim', 'network', 'hate', 'marches', 'hxmxs', 'boat', 'arrivals', 'palestine', 'action', 'sentencing', 'guidelines', 'islamophobia', 'council', 'excitement', 'islamic', 'state', 'britain', 'thriving', 'allahu']",knew march muslim heritage month easy miss ramadan celebrations british muslim network hate marches hxmxs boat arrivals palestine action sentencing guidelines islamophobia council excitement islamic state britain thriving allahu,positive,0.186,0.649,0.165,0.0516
"['lady', 'came', 'everything', 'changed', 'day', 'ramadan', 'entered', 'taipei', 'mosque', 'first', 'time', 'kissed', 'quran', 'even', 'joined', 'us', 'iftar', 'truly', 'unforgettable', 'ramadan', 'vlog', 'fasting', 'mosque', 'quran']",lady came everything changed day ramadan entered taipei mosque first time kissed quran even joined us iftar truly unforgettable ramadan vlog fasting mosque quran,positive,0.0,0.8,0.2,0.6705
"['lamine', 'yamal', 'benfica', 'players', 'break', 'ramadan', 'fast', 'iftaar', 'sunset', 'arrived']",lamine yamal benfica players break ramadan fast iftaar sunset arrived,neutral,0.0,1.0,0.0,0.0
"['lamine', 'yamal', 'vs', 'benfica', 'hooked', 'goals', 'assists', 'big', 'chance', 'missed', 'accurate', 'crosses', 'thought', 'hand', 'bandage', 'would', 'give', 'finishing', 'ramadan', 'benzema']",lamine yamal vs benfica hooked goals assists big chance missed accurate crosses thought hand bandage would give finishing ramadan benzema,positive,0.09,0.697,0.213,0.4588
"['large', 'group', 'muslims', 'shut', 'times', 'square', 'public', 'mass', 'prayer', 'event', 'ramadan', 'video']",large group muslims shut times square public mass prayer event ramadan video,neutral,0.0,1.0,0.0,0.0
"['learn', 'du a', 'say', 'ramad n', '']",learn du a say ramad n,neutral,0.0,1.0,0.0,0.0
"['lent', 'formalized', 'council', 'nicaea', 'islam', 'even', 'around', 'lent', 'catholic', 'ramadan', 'ramadan', 'muslim', 'lent']",lent formalized council nicaea islam even around lent catholic ramadan ramadan muslim lent,neutral,0.0,1.0,0.0,0.0
"['lent', 'harder', 'ramadan', 'fair', 'enough', 'man', 'big', 'christians', 'participate']",lent harder ramadan fair enough man big christians participate,positive,0.0,0.777,0.223,0.3182
"['lent', 'jesus', 'son', 'god', 'prepare', 'public', 'ministry', 'spiritually', 'strengthening', 'resist', 'temptations', 'sat', 'days', 'nights', 'detail', 'wonder', 'idea', 'ramadan', 'came', 'lent', 'significant', 'period']",lent jesus son god prepare public ministry spiritually strengthening resist temptations sat days nights detail wonder idea ramadan came lent significant period,positive,0.0,0.728,0.272,0.7269
"['lent', 'ramadan', 'happen', 'sync', 'year', 'whatever', 'believe', 'practice', 'deeply', 'heart', 'seek', 'choose', 'god']",lent ramadan happen sync year whatever believe practice deeply heart seek choose god,positive,0.0,0.625,0.375,0.7645
"['lent', 'ramadan', 'start', 'revolve', 'around', 'fasting', 'religion', 'science', 'fasting', 'shaped', 'warriors', 'prophets', 'kings', 'hunger', 'transformed', 'world']",lent ramadan start revolve around fasting religion science fasting shaped warriors prophets kings hunger transformed world,negative,0.118,0.882,0.0,-0.25
"['let', 'ramadan', 'reminder', 'grateful', 'allah', 'countless', 'blessings', 'lives', '']",let ramadan reminder grateful allah countless blessings lives,positive,0.0,0.48,0.52,0.7579
"['', 'let s', 'check', 'birmingham', 'holy', 'month', 'ramadan', 'going']",let s check birmingham holy month ramadan going,neutral,0.0,1.0,0.0,0.0
"['let', 'us', 'embrace', 'values', 'peace', 'love', 'compassion', 'heart', 'holy', 'month', 'ramadan', 'kareem']",let us embrace values peace love compassion heart holy month ramadan kareem,positive,0.0,0.232,0.768,0.9633
"['life', 'blooms', 'ramadan', 'mornings', 'blooming', 'morning']",life blooms ramadan mornings blooming morning,neutral,0.0,1.0,0.0,0.0
"['life', 'changing', 'duas', 'ramadan', 'thread']",life changing duas ramadan thread,neutral,0.0,1.0,0.0,0.0
"['like', 'send', 'aza', 'let', 're-fund', '', 'ramadan', 'sszn', 'love']",like send aza let re-fund ramadan sszn love,positive,0.0,0.472,0.528,0.7717
"['lil', 'durk s', 'instagram', 'shares', 'message', 'first', 'night', 'ramadan', 'featuring', 'arabic', 'phrase', 'la', 'ilaha', 'illa', 'allah', 'directly', 'translates', 'god', 'allah']",lil durk s instagram shares message first night ramadan featuring arabic phrase la ilaha illa allah directly translates god allah,positive,0.0,0.807,0.193,0.5106
"['lily', 'jay', 'reaction', 'recitation', 'quran', 'islam', 'ramadan', 'reactionvideo', 'listenquran']",lily jay reaction recitation quran islam ramadan reactionvideo listenquran,neutral,0.0,1.0,0.0,0.0
"['listening', 'khutbah', 'rama n']",listening khutbah rama n,neutral,0.0,1.0,0.0,0.0
"['little', 'imam', 'beautiful', 'voice', 'leading', 'taraweeh', 'namaz', 'ramadan']",little imam beautiful voice leading taraweeh namaz ramadan,positive,0.0,0.659,0.341,0.5606
"['little', 'snack', 'celebrate', 'ramadan', 'uk', '', 'islam', 'pretty', 'much', 'official', 'religion']",little snack celebrate ramadan uk islam pretty much official religion,positive,0.0,0.547,0.453,0.7665
"['london', 'first', 'city', 'western', 'world', 'host', 'ramadan', 'lights', 'display', 'powerful', 'symbol', 'londoners', 'like', 'extend', 'warmest', 'wishes', 'londoners', 'around', 'world', 'observing', 'holy', 'month', 'ramadan', 'ramadan', 'mubarak']",london first city western world host ramadan lights display powerful symbol londoners like extend warmest wishes londoners around world observing holy month ramadan ramadan mubarak,positive,0.0,0.639,0.361,0.8519
"['london', 'lights', 'ramadan', 'piccadilly', 'circus']",london lights ramadan piccadilly circus,neutral,0.0,1.0,0.0,0.0
"['long', 'table', 'rubble', 'rafah', 'dinner', 'sunset', 'breaks', 'daily', 'fast', 'holy', 'month', 'ramadan', 'small', 'touch', 'normalcy', 'catastrophic', 'situation']",long table rubble rafah dinner sunset breaks daily fast holy month ramadan small touch normalcy catastrophic situation,negative,0.167,0.833,0.0,-0.4939
"['look', 'children', 'gaza', 'despite', 'destruction', 'befell', 'building', 'happiness', 'month', 'ramadan']",look children gaza despite destruction befell building happiness month ramadan,positive,0.0,0.548,0.452,0.7648
"['love', 'fact', 'ramadan', 'always', 'comes', 'around', 'hearts', 'heavy', 'souls', 'tired']",love fact ramadan always comes around hearts heavy souls tired,positive,0.158,0.38,0.462,0.765
"['love', 'ramadan', 'love', 'every', 'year', 'get', 'see', 'sleepy', 'cats', 'insisting', 'participate', 'suhoor', 'little', 'faces']",love ramadan love every year get see sleepy cats insisting participate suhoor little faces,positive,0.0,0.588,0.412,0.8555
"['lovely', 'crescent', 'ramadan', 'gracefully', 'glows', 'beautiful', 'city', '', 'madinah']",lovely crescent ramadan gracefully glows beautiful city madinah,positive,0.0,0.311,0.689,0.9022
"['lovely', 'ramadan', 'h', 'mas', 'brings', 'cameras', 'freshly', 'ironed', 'outfits', 'flashing', 'smiles', 'lenses', 'since', 'people', 'tend', 'drawn', 'propaganda', 'videos', 'always', 'worth', 'rinding', 'really', 'cowering', 'behind', 'masks']",lovely ramadan h mas brings cameras freshly ironed outfits flashing smiles lenses since people tend drawn propaganda videos always worth rinding really cowering behind masks,positive,0.063,0.66,0.277,0.7783
"['magical', 'ramadan', 'iftar', 'breathtaking', 'view', 'al-aqsa', 'mosque', 'home', 'old', 'city', 'jerusalem']",magical ramadan iftar breathtaking view al-aqsa mosque home old city jerusalem,positive,0.0,0.769,0.231,0.4588
"['magomed', 'ankalaev', 'admits', 'lying', 'confirms', 'participating', 'ramadan']",magomed ankalaev admits lying confirms participating ramadan,negative,0.321,0.472,0.208,-0.296
"['magomed', 'ankalaev', 'asked', 'difficult', 'take', 'fight', 'alex', 'pereira', 'ramadan', 'yes', 'difficult', 'options', 'chance', 'taking', 'ufc']",magomed ankalaev asked difficult take fight alex pereira ramadan yes difficult options chance taking ufc,negative,0.341,0.448,0.211,-0.4404
"['magomed', 'ankalaev', 'confirmed', 'fasting', 'ramadan', 'fight', 'week', 'yes', 'following', 'fast', 'letter', 'except', 'week', 'break', 'fast', 'times', 'need', 'make', 'sure', 'drink', 'water', 'successful']",magomed ankalaev confirmed fasting ramadan fight week yes following fast letter except week break fast times need make sure drink water successful,positive,0.088,0.612,0.299,0.7351
"['magomed', 'ankalaev', 'fighting', 'alex', 'pereira', 'month', 'ramadan', 'muslims', 'obligated', 'fast', 'dawn', 'sunset', 'ufc']",magomed ankalaev fighting alex pereira month ramadan muslims obligated fast dawn sunset ufc,negative,0.172,0.828,0.0,-0.3612
"['magomed', 'ankalaev', 'responds', 'alex', 'pereira', 'claiming', 'fasting', 'ramadan', 'ufc', 'fight', 'week', 'obviously', 'really', 'worried', 'break', 'fast', 'couple', 'times']",magomed ankalaev responds alex pereira claiming fasting ramadan ufc fight week obviously really worried break fast couple times,negative,0.241,0.759,0.0,-0.624
"['magomed', 'ankalaev', 'says', 'alex', 'pereira', 'making', 'things', 'worse', 'ufc', 'comments', 'ramadan', 'goes', 'fridge', 'right', 'opens', 'food', 'see', '', 'ufc', 'food', 'given', 'wants', 'take']",magomed ankalaev says alex pereira making things worse ufc comments ramadan goes fridge right opens food see ufc food given wants take,negative,0.129,0.871,0.0,-0.4767
"['magomed', 'ankalev', 'ufc', 'championship', 'fasting', 'ramadan', 'sha', 'allah']",magomed ankalev ufc championship fasting ramadan sha allah,positive,0.0,0.707,0.293,0.4404
"['', 'main', 'square', 'kosovo s', 'capital', 'prishtina', 'decorated', 'ramadan', 'first', 'time']",main square kosovo s capital prishtina decorated ramadan first time,neutral,0.0,1.0,0.0,0.0
"['major', 'dua', 'recited', 'every', 'night', 'ramadan']",major dua recited every night ramadan,neutral,0.0,1.0,0.0,0.0
"['maldives', 'transport', 'contracting', 'company', 'mtcc', 'set', 'begin', 'road', 'development', 'mtcc', 'ferry', 'terminal', 'mma', 'building', 'end', 'ramadan']",maldives transport contracting company mtcc set begin road development mtcc ferry terminal mma building end ramadan,neutral,0.0,1.0,0.0,0.0
"['man', 'harasses', 'woman', 'london', 'bus', 'eating', 'lunch', 'fasting', 'ramadan']",man harasses woman london bus eating lunch fasting ramadan,negative,0.304,0.696,0.0,-0.5423
"['man', 'ramadan', 'berates', 'hard', 'working', 'woman', 'eating', 'lunch', 'bus', 'apparently', 'smell']",man ramadan berates hard working woman eating lunch bus apparently smell,negative,0.123,0.877,0.0,-0.1027
"['married', 'man', 'shares', 'daily', 'routine', 'ramadan']",married man shares daily routine ramadan,positive,0.0,0.694,0.306,0.296
"['masjid', 'al- ar m', 'recorded', 'highest', 'number', 'umrah', 'performers', 'ever', 'single', 'day', 'first', 'thursday', 'ramadan', 'pilgrims', 'entering', 'masjid']",masjid al- ar m recorded highest number umrah performers ever single day first thursday ramadan pilgrims entering masjid,positive,0.0,0.929,0.071,0.0772
"['massive', 'making', 'kg', 'prasad', 'ajmer', 'dargah', 'ramadan']",massive making kg prasad ajmer dargah ramadan,neutral,0.0,1.0,0.0,0.0
"['matter', 'muslims', 'welcome', 'went', 'mosque', 'taiwan', 'felt', 'love', 'support', 'hesitate', 'visit', 'local', 'mosque', 'doors', 'always', 'open', 'taiwan', 'mosque', 'ramadan', 'fasting']",matter muslims welcome went mosque taiwan felt love support hesitate visit local mosque doors always open taiwan mosque ramadan fasting,positive,0.075,0.534,0.391,0.836
"['may', 'allah', 'accept', 'du as', 'ramadan', 'make', 'khair', 'us', '']",may allah accept du as ramadan make khair us,positive,0.0,0.755,0.245,0.3818
"['may', 'allah', 'accept', 'fasts', 'prayers', 'ongoing', 'ramadan', 'ameen', 'sum', 'ameen', 'ramadankareem', 'good', 'morning', '']",may allah accept fasts prayers ongoing ramadan ameen sum ameen ramadankareem good morning,positive,0.0,0.667,0.333,0.6705
"['may', 'allah', 'forgive', 'us', 'ramadan']",may allah forgive us ramadan,positive,0.0,0.656,0.344,0.2732
"['may', 'blessed', 'month', 'ramadan', 'bring', 'family', 'peace', 'joy', 'spiritual', 'fulfilment', 'let', 'us', 'remember', 'nation', 'prayers', 'peace', 'prosperity', 'holy', 'month', 'fasting', 'prayers', 'please', 'extend', 'love', 'kindness', 'neighbours', 'season']",may blessed month ramadan bring family peace joy spiritual fulfilment let us remember nation prayers peace prosperity holy month fasting prayers please extend love kindness neighbours season,positive,0.0,0.423,0.577,0.9774
"['may', 'come', 'ramadan', 'every', 'single', 'dua', 'answered', '']",may come ramadan every single dua answered,neutral,0.0,1.0,0.0,0.0
"['may', 'find', 'ramadan', 'routine', 'useful', '']",may find ramadan routine useful,positive,0.0,0.58,0.42,0.4404
"['may', 'go', 'back', 'previous', 'sins', 'ramadan']",may go back previous sins ramadan,negative,0.375,0.625,0.0,-0.4588
"['may', 'last', 'ramadan', 'struggling', 'worrying', 'financial', 'stability', 'ameen']",may last ramadan struggling worrying financial stability ameen,negative,0.464,0.536,0.0,-0.6369
"['may', 'last', 'ramadan', 'unemployed']",may last ramadan unemployed,neutral,0.0,1.0,0.0,0.0
"['may', 'last', 'ramadan', 'unmarried']",may last ramadan unmarried,neutral,0.0,1.0,0.0,0.0
"['may', 'last', 'ramadan', 'worrying', 'financial', 'stability', 'ameen']",may last ramadan worrying financial stability ameen,negative,0.286,0.714,0.0,-0.34
"['may', 'month', 'ramadan', 'bring', 'peace', 'love', 'harmony', 'everyone', 'ramadan', 'mubarak']",may month ramadan bring peace love harmony everyone ramadan mubarak,positive,0.0,0.402,0.598,0.886
